fastman, e,6.285498142242432
fastman,em,0.1011970043182373
fastman,mo,0.06751585006713867
fastman,ot,0.17898821830749512
fastman,ti,0.11344218254089355
fastman,io,0.06720089912414551
fastman,on,0.20241403579711914
fastman,na,0.11237502098083496
fastman,al,0.20459604263305664
fastman,l ,0.37235093116760254
fastman, t,0.5948278903961182
fastman,th,0.056275129318237305
fastman,he,0.22379493713378906
fastman,em,0.12612223625183105
fastman,me,0.04430103302001953
fastman,es,0.43549585342407227
fastman,s ,0.19527292251586914
fastman, o,0.39262890815734863
fastman,of,0.1236729621887207
fastman,f ,0.1110997200012207
fastman, l,0.1576671600341797
fastman,lo,0.1457068920135498
fastman,on,0.19120407104492188
fastman,ng,0.17148089408874512
fastman,ge,0.25735974311828613
fastman,er,0.07731199264526367
fastman,r ,0.1579909324645996
fastman, s,0.6211187839508057
fastman,st,0.3352088928222656
fastman,to,0.08951187133789062
fastman,or,0.19171500205993652
fastman,ri,0.11162805557250977
fastman,ie,0.10079097747802734
fastman,es,0.13555908203125
slowman, e,5.066553831100464
slowman,em,0.5724291801452637
slowman,mo,0.3138399124145508
slowman,ot,0.5301721096038818
slowman,ti,0.966076135635376
slowman,io,0.03251910209655762
slowman,on,0.8673069477081299
slowman,na,0.4948410987854004
slowman,al,0.9902637004852295
slowman,l ,0.5284068584442139
slowman, t,0.6432199478149414
slowman,th,0.4948568344116211
slowman,he,0.5048751831054688
slowman,em,0.473325252532959
slowman,me,0.5277111530303955
slowman,es,0.7864751815795898
slowman,s ,0.5178940296173096
slowman, o,0.406970739364624
slowman,of,0.5831248760223389
slowman,f ,0.35134196281433105
slowman, l,0.7064118385314941
slowman,lo,0.33747291564941406
slowman,on,0.372514009475708
slowman,ng,0.3583559989929199
slowman,ge,0.6635420322418213
slowman,er,0.335982084274292
slowman,r ,0.38550782203674316
slowman, s,0.5375699996948242
slowman,st,0.38466620445251465
slowman,to,0.3829782009124756
slowman,or,0.4615161418914795
slowman,ri,0.37075304985046387
slowman,ie,0.45072388648986816
slowman,es,0.1918797492980957
